"subj"	"block"	"bsl"	"speed"	"trialN"	"condi"	"setID"	"RTs"	"dprime"	"cyc"	"cond"	"tempo"	"response"	"RTadj"	"tone"
"695"	"3"	1	0.31552	2	34	"2"	26	1.6006	3.399495	"TEN"	"RANDREG"	"50ms"	"Hit"	1.28508	26
"696"	"3"	1	0.31552	2	36	"2"	27	1.4568	3.399495	"TEN"	"RANDREG"	"50ms"	"Hit"	1.14128	23
"698"	"3"	1	0.31552	2	41	"2"	33	1.5519	3.399495	"TEN"	"RANDREG"	"50ms"	"Hit"	1.23638	25
"702"	"3"	1	0.31552	2	47	"2"	3	1.1569	3.399495	"TEN"	"RANDREG"	"50ms"	"Hit"	0.84138	17
"703"	"3"	1	0.31552	2	48	"2"	21	1.3581	3.399495	"TEN"	"RANDREG"	"50ms"	"Hit"	1.04258	21
"704"	"3"	1	0.31552	2	49	"2"	29	1.3656	3.399495	"TEN"	"RANDREG"	"50ms"	"Hit"	1.05008	21
"705"	"3"	1	0.31552	2	52	"2"	34	1.116	3.399495	"TEN"	"RANDREG"	"50ms"	"Hit"	0.80048	16
"706"	"3"	1	0.31552	2	53	"2"	28	1.4508	3.399495	"TEN"	"RANDREG"	"50ms"	"Hit"	1.13528	23
"707"	"3"	1	0.31552	2	57	"2"	13	1.3122	3.399495	"TEN"	"RANDREG"	"50ms"	"Hit"	0.99668	20
"708"	"3"	1	0.31552	2	59	"2"	23	1.4493	3.399495	"TEN"	"RANDREG"	"50ms"	"Hit"	1.13378	23
"709"	"3"	1	0.31552	2	60	"2"	35	1.6387	3.399495	"TEN"	"RANDREG"	"50ms"	"Hit"	1.32318	26
"711"	"3"	1	0.31552	2	63	"2"	15	1.3404	3.399495	"TEN"	"RANDREG"	"50ms"	"Hit"	1.02488	20
"712"	"3"	1	0.31552	2	65	"2"	1	1.4651	3.399495	"TEN"	"RANDREG"	"50ms"	"Hit"	1.14958	23
"713"	"3"	1	0.31552	2	66	"2"	7	1.4468	3.399495	"TEN"	"RANDREG"	"50ms"	"Hit"	1.13128	23
"714"	"3"	1	0.31552	2	75	"2"	9	1.6167	3.399495	"TEN"	"RANDREG"	"50ms"	"Hit"	1.30118	26
"715"	"3"	1	0.31552	2	78	"2"	4	1.4559	3.399495	"TEN"	"RANDREG"	"50ms"	"Hit"	1.14038	23
"716"	"4"	3	0.38188	2	2	"2"	7	1.2035	4.201367	"TEN"	"RANDREG"	"50ms"	"Hit"	0.82162	16
"717"	"4"	3	0.38188	2	3	"2"	17	1.3409	4.201367	"TEN"	"RANDREG"	"50ms"	"Hit"	0.95902	19
"718"	"4"	3	0.38188	2	4	"2"	22	1.2938	4.201367	"TEN"	"RANDREG"	"50ms"	"Hit"	0.91192	18
"719"	"4"	3	0.38188	2	5	"2"	35	1.3031	4.201367	"TEN"	"RANDREG"	"50ms"	"Hit"	0.92122	18
"720"	"4"	3	0.38188	2	8	"2"	6	1.4132	4.201367	"TEN"	"RANDREG"	"50ms"	"Hit"	1.03132	21
"721"	"4"	3	0.38188	2	11	"2"	10	1.2009	4.201367	"TEN"	"RANDREG"	"50ms"	"Hit"	0.81902	16
"722"	"4"	3	0.38188	2	17	"2"	9	1.3577	4.201367	"TEN"	"RANDREG"	"50ms"	"Hit"	0.97582	20
"723"	"4"	3	0.38188	2	25	"2"	11	1.1323	4.201367	"TEN"	"RANDREG"	"50ms"	"Hit"	0.75042	15
"724"	"4"	3	0.38188	2	26	"2"	18	1.3539	4.201367	"TEN"	"RANDREG"	"50ms"	"Hit"	0.97202	19
"725"	"4"	3	0.38188	2	34	"2"	26	1.2461	4.201367	"TEN"	"RANDREG"	"50ms"	"Hit"	0.86422	17
"726"	"4"	3	0.38188	2	36	"2"	19	1.2329	4.201367	"TEN"	"RANDREG"	"50ms"	"Hit"	0.85102	17
"727"	"4"	3	0.38188	2	39	"2"	27	1.1551	4.201367	"TEN"	"RANDREG"	"50ms"	"Hit"	0.77322	15
"728"	"4"	3	0.38188	2	40	"2"	31	1.1021	4.201367	"TEN"	"RANDREG"	"50ms"	"Hit"	0.72022	14
"729"	"4"	3	0.38188	2	43	"2"	21	1.4805	4.201367	"TEN"	"RANDREG"	"50ms"	"Hit"	1.09862	22
"730"	"4"	3	0.38188	2	44	"2"	2	1.5182	4.201367	"TEN"	"RANDREG"	"50ms"	"Hit"	1.13632	23
"731"	"4"	3	0.38188	2	45	"2"	8	1.2006	4.201367	"TEN"	"RANDREG"	"50ms"	"Hit"	0.81872	16
"732"	"4"	3	0.38188	2	47	"2"	14	1.1917	4.201367	"TEN"	"RANDREG"	"50ms"	"Hit"	0.80982	16
"733"	"4"	3	0.38188	2	48	"2"	1	1.3845	4.201367	"TEN"	"RANDREG"	"50ms"	"Hit"	1.00262	20
"734"	"4"	3	0.38188	2	49	"2"	4	1.3361	4.201367	"TEN"	"RANDREG"	"50ms"	"Hit"	0.95422	19
"735"	"4"	3	0.38188	2	51	"2"	33	1.3127	4.201367	"TEN"	"RANDREG"	"50ms"	"Hit"	0.93082	19
"736"	"4"	3	0.38188	2	53	"2"	23	1.232	4.201367	"TEN"	"RANDREG"	"50ms"	"Hit"	0.85012	17
"737"	"4"	3	0.38188	2	54	"2"	30	1.322	4.201367	"TEN"	"RANDREG"	"50ms"	"Hit"	0.94012	19
"738"	"4"	3	0.38188	2	55	"2"	20	1.1462	4.201367	"TEN"	"RANDREG"	"50ms"	"Hit"	0.76432	15
"739"	"4"	3	0.38188	2	56	"2"	13	1.2236	4.201367	"TEN"	"RANDREG"	"50ms"	"Hit"	0.84172	17
"740"	"4"	3	0.38188	2	57	"2"	5	1.2467	4.201367	"TEN"	"RANDREG"	"50ms"	"Hit"	0.86482	17
"741"	"4"	3	0.38188	2	58	"2"	16	1.1148	4.201367	"TEN"	"RANDREG"	"50ms"	"Hit"	0.73292	15
"742"	"4"	3	0.38188	2	60	"2"	15	1.4169	4.201367	"TEN"	"RANDREG"	"50ms"	"Hit"	1.03502	21
"743"	"4"	3	0.38188	2	61	"2"	29	1.4389	4.201367	"TEN"	"RANDREG"	"50ms"	"Hit"	1.05702	21
"744"	"4"	3	0.38188	2	62	"2"	12	1.3676	4.201367	"TEN"	"RANDREG"	"50ms"	"Hit"	0.98572	20
"745"	"4"	3	0.38188	2	68	"2"	34	1.1443	4.201367	"TEN"	"RANDREG"	"50ms"	"Hit"	0.76242	15
"746"	"4"	3	0.38188	2	69	"2"	24	1.2902	4.201367	"TEN"	"RANDREG"	"50ms"	"Hit"	0.90832	18
"747"	"4"	3	0.38188	2	72	"2"	3	1.4109	4.201367	"TEN"	"RANDREG"	"50ms"	"Hit"	1.02902	21
"748"	"4"	3	0.38188	2	78	"2"	25	1.2721	4.201367	"TEN"	"RANDREG"	"50ms"	"Hit"	0.89022	18
"749"	"4"	3	0.38188	2	79	"2"	28	1.3916	4.201367	"TEN"	"RANDREG"	"50ms"	"Hit"	1.00972	20
"750"	"4"	3	0.38188	2	80	"2"	32	1.2465	4.201367	"TEN"	"RANDREG"	"50ms"	"Hit"	0.86462	17
"751"	"5"	1	0.40304	2	1	"2"	30	1.1435	4.201367	"TEN"	"RANDREG"	"50ms"	"Hit"	0.74046	15
"752"	"5"	1	0.40304	2	2	"2"	21	1.4583	4.201367	"TEN"	"RANDREG"	"50ms"	"Hit"	1.05526	21
"753"	"5"	1	0.40304	2	3	"2"	35	1.072	4.201367	"TEN"	"RANDREG"	"50ms"	"Hit"	0.66896	13
"754"	"5"	1	0.40304	2	5	"2"	24	1.1756	4.201367	"TEN"	"RANDREG"	"50ms"	"Hit"	0.77256	15
"755"	"5"	1	0.40304	2	11	"2"	18	1.3367	4.201367	"TEN"	"RANDREG"	"50ms"	"Hit"	0.93366	19
"756"	"5"	1	0.40304	2	12	"2"	5	1.3213	4.201367	"TEN"	"RANDREG"	"50ms"	"Hit"	0.91826	18
"757"	"5"	1	0.40304	2	13	"2"	29	1.2008	4.201367	"TEN"	"RANDREG"	"50ms"	"Hit"	0.79776	16
"758"	"5"	1	0.40304	2	14	"2"	17	1.1806	4.201367	"TEN"	"RANDREG"	"50ms"	"Hit"	0.77756	16
"759"	"5"	1	0.40304	2	16	"2"	19	1.0876	4.201367	"TEN"	"RANDREG"	"50ms"	"Hit"	0.68456	14
"760"	"5"	1	0.40304	2	21	"2"	26	1.2934	4.201367	"TEN"	"RANDREG"	"50ms"	"Hit"	0.89036	18
"761"	"5"	1	0.40304	2	23	"2"	1	1.0283	4.201367	"TEN"	"RANDREG"	"50ms"	"Hit"	0.62526	13
"762"	"5"	1	0.40304	2	28	"2"	11	1.3244	4.201367	"TEN"	"RANDREG"	"50ms"	"Hit"	0.92136	18
"763"	"5"	1	0.40304	2	32	"2"	7	1.3083	4.201367	"TEN"	"RANDREG"	"50ms"	"Hit"	0.90526	18
"764"	"5"	1	0.40304	2	33	"2"	9	1.1696	4.201367	"TEN"	"RANDREG"	"50ms"	"Hit"	0.76656	15
"765"	"5"	1	0.40304	2	34	"2"	31	1.2438	4.201367	"TEN"	"RANDREG"	"50ms"	"Hit"	0.84076	17
"766"	"5"	1	0.40304	2	36	"2"	32	1.3206	4.201367	"TEN"	"RANDREG"	"50ms"	"Hit"	0.91756	18
"767"	"5"	1	0.40304	2	39	"2"	22	1.3425	4.201367	"TEN"	"RANDREG"	"50ms"	"Hit"	0.93946	19
"768"	"5"	1	0.40304	2	41	"2"	4	1.1801	4.201367	"TEN"	"RANDREG"	"50ms"	"Hit"	0.77706	16
"769"	"5"	1	0.40304	2	42	"2"	16	1.1448	4.201367	"TEN"	"RANDREG"	"50ms"	"Hit"	0.74176	15
"770"	"5"	1	0.40304	2	44	"2"	6	1.249	4.201367	"TEN"	"RANDREG"	"50ms"	"Hit"	0.84596	17
"771"	"5"	1	0.40304	2	45	"2"	12	1.2254	4.201367	"TEN"	"RANDREG"	"50ms"	"Hit"	0.82236	16
"772"	"5"	1	0.40304	2	47	"2"	23	1.2723	4.201367	"TEN"	"RANDREG"	"50ms"	"Hit"	0.86926	17
"773"	"5"	1	0.40304	2	48	"2"	13	1.1468	4.201367	"TEN"	"RANDREG"	"50ms"	"Hit"	0.74376	15
"774"	"5"	1	0.40304	2	49	"2"	20	1.0603	4.201367	"TEN"	"RANDREG"	"50ms"	"Hit"	0.65726	13
"775"	"5"	1	0.40304	2	52	"2"	28	1.1214	4.201367	"TEN"	"RANDREG"	"50ms"	"Hit"	0.71836	14
"776"	"5"	1	0.40304	2	53	"2"	3	1.351	4.201367	"TEN"	"RANDREG"	"50ms"	"Hit"	0.94796	19
"777"	"5"	1	0.40304	2	57	"2"	25	1.1996	4.201367	"TEN"	"RANDREG"	"50ms"	"Hit"	0.79656	16
"778"	"5"	1	0.40304	2	59	"2"	14	1.1786	4.201367	"TEN"	"RANDREG"	"50ms"	"Hit"	0.77556	16
"779"	"5"	1	0.40304	2	60	"2"	34	1.1305	4.201367	"TEN"	"RANDREG"	"50ms"	"Hit"	0.72746	15
"780"	"5"	1	0.40304	2	62	"2"	10	1.0931	4.201367	"TEN"	"RANDREG"	"50ms"	"Hit"	0.69006	14
"781"	"5"	1	0.40304	2	63	"2"	8	1.1702	4.201367	"TEN"	"RANDREG"	"50ms"	"Hit"	0.76716	15
"782"	"5"	1	0.40304	2	65	"2"	27	1.0811	4.201367	"TEN"	"RANDREG"	"50ms"	"Hit"	0.67806	14
"783"	"5"	1	0.40304	2	66	"2"	2	0.9679	4.201367	"TEN"	"RANDREG"	"50ms"	"Hit"	0.56486	11
"784"	"5"	1	0.40304	2	75	"2"	33	1.1622	4.201367	"TEN"	"RANDREG"	"50ms"	"Hit"	0.75916	15
"785"	"5"	1	0.40304	2	78	"2"	15	1.221	4.201367	"TEN"	"RANDREG"	"50ms"	"Hit"	0.81796	16
"787"	"6"	5	0.37528	2	4	"2"	20	1.4518	3.522954	"TEN"	"RANDREG"	"50ms"	"Hit"	1.07652	22
"788"	"6"	5	0.37528	2	6	"2"	9	1.1129	3.522954	"TEN"	"RANDREG"	"50ms"	"Hit"	0.73762	15
"789"	"6"	5	0.37528	2	8	"2"	16	1.4017	3.522954	"TEN"	"RANDREG"	"50ms"	"Hit"	1.02642	21
"790"	"6"	5	0.37528	2	14	"2"	7	1.4977	3.522954	"TEN"	"RANDREG"	"50ms"	"Hit"	1.12242	22
"791"	"6"	5	0.37528	2	16	"2"	8	1.3103	3.522954	"TEN"	"RANDREG"	"50ms"	"Hit"	0.93502	19
"792"	"6"	5	0.37528	2	17	"2"	5	1.2769	3.522954	"TEN"	"RANDREG"	"50ms"	"Hit"	0.90162	18
"793"	"6"	5	0.37528	2	18	"2"	4	0.9356	3.522954	"TEN"	"RANDREG"	"50ms"	"Hit"	0.56032	11
"794"	"6"	5	0.37528	2	19	"2"	18	1.2849	3.522954	"TEN"	"RANDREG"	"50ms"	"Hit"	0.90962	18
"795"	"6"	5	0.37528	2	20	"2"	13	1.5886	3.522954	"TEN"	"RANDREG"	"50ms"	"Hit"	1.21332	24
"796"	"6"	5	0.37528	2	22	"2"	33	1.7296	3.522954	"TEN"	"RANDREG"	"50ms"	"Hit"	1.35432	27
"797"	"6"	5	0.37528	2	24	"2"	6	1.6262	3.522954	"TEN"	"RANDREG"	"50ms"	"Hit"	1.25092	25
"798"	"6"	5	0.37528	2	26	"2"	34	1.2543	3.522954	"TEN"	"RANDREG"	"50ms"	"Hit"	0.87902	18
"799"	"6"	5	0.37528	2	27	"2"	11	1.2902	3.522954	"TEN"	"RANDREG"	"50ms"	"Hit"	0.91492	18
"800"	"6"	5	0.37528	2	29	"2"	24	1.0018	3.522954	"TEN"	"RANDREG"	"50ms"	"Hit"	0.62652	13
"801"	"6"	5	0.37528	2	34	"2"	2	1.5043	3.522954	"TEN"	"RANDREG"	"50ms"	"Hit"	1.12902	23
"802"	"6"	5	0.37528	2	35	"2"	23	1.3656	3.522954	"TEN"	"RANDREG"	"50ms"	"Hit"	0.99032	20
"803"	"6"	5	0.37528	2	36	"2"	21	1.6633	3.522954	"TEN"	"RANDREG"	"50ms"	"Hit"	1.28802	26
"804"	"6"	5	0.37528	2	37	"2"	19	1.3616	3.522954	"TEN"	"RANDREG"	"50ms"	"Hit"	0.98632	20
"805"	"6"	5	0.37528	2	39	"2"	3	1.5688	3.522954	"TEN"	"RANDREG"	"50ms"	"Hit"	1.19352	24
"806"	"6"	5	0.37528	2	41	"2"	10	1.5195	3.522954	"TEN"	"RANDREG"	"50ms"	"Hit"	1.14422	23
"807"	"6"	5	0.37528	2	42	"2"	27	1.1967	3.522954	"TEN"	"RANDREG"	"50ms"	"Hit"	0.82142	16
"808"	"6"	5	0.37528	2	46	"2"	35	1.4954	3.522954	"TEN"	"RANDREG"	"50ms"	"Hit"	1.12012	22
"809"	"6"	5	0.37528	2	50	"2"	25	1.1954	3.522954	"TEN"	"RANDREG"	"50ms"	"Hit"	0.82012	16
"810"	"6"	5	0.37528	2	53	"2"	12	1.2241	3.522954	"TEN"	"RANDREG"	"50ms"	"Hit"	0.84882	17
"811"	"6"	5	0.37528	2	54	"2"	22	1.4106	3.522954	"TEN"	"RANDREG"	"50ms"	"Hit"	1.03532	21
"812"	"6"	5	0.37528	2	55	"2"	28	1.3653	3.522954	"TEN"	"RANDREG"	"50ms"	"Hit"	0.99002	20
"813"	"6"	5	0.37528	2	56	"2"	17	1.3724	3.522954	"TEN"	"RANDREG"	"50ms"	"Hit"	0.99712	20
"814"	"6"	5	0.37528	2	58	"2"	32	1.4036	3.522954	"TEN"	"RANDREG"	"50ms"	"Hit"	1.02832	21
"815"	"6"	5	0.37528	2	62	"2"	15	1.214	3.522954	"TEN"	"RANDREG"	"50ms"	"Hit"	0.83872	17
"816"	"6"	5	0.37528	2	63	"2"	26	1.6269	3.522954	"TEN"	"RANDREG"	"50ms"	"Hit"	1.25162	25
"817"	"6"	5	0.37528	2	66	"2"	29	1.5524	3.522954	"TEN"	"RANDREG"	"50ms"	"Hit"	1.17712	24
"818"	"6"	5	0.37528	2	68	"2"	30	1.1686	3.522954	"TEN"	"RANDREG"	"50ms"	"Hit"	0.79332	16
"819"	"6"	5	0.37528	2	69	"2"	31	1.5276	3.522954	"TEN"	"RANDREG"	"50ms"	"Hit"	1.15232	23
"820"	"6"	5	0.37528	2	72	"2"	1	1.3014	3.522954	"TEN"	"RANDREG"	"50ms"	"Hit"	0.92612	19
"821"	"8"	4	0.38942	2	3	"2"	18	1.6051	3.680934	"TEN"	"RANDREG"	"50ms"	"Hit"	1.21568	24
"822"	"8"	4	0.38942	2	4	"2"	17	1.2952	3.680934	"TEN"	"RANDREG"	"50ms"	"Hit"	0.90578	18
"823"	"8"	4	0.38942	2	6	"2"	21	1.4259	3.680934	"TEN"	"RANDREG"	"50ms"	"Hit"	1.03648	21
"824"	"8"	4	0.38942	2	8	"2"	20	1.244	3.680934	"TEN"	"RANDREG"	"50ms"	"Hit"	0.85458	17
"825"	"8"	4	0.38942	2	14	"2"	23	1.4337	3.680934	"TEN"	"RANDREG"	"50ms"	"Hit"	1.04428	21
"826"	"8"	4	0.38942	2	16	"2"	22	1.2427	3.680934	"TEN"	"RANDREG"	"50ms"	"Hit"	0.85328	17
"827"	"8"	4	0.38942	2	17	"2"	11	1.47	3.680934	"TEN"	"RANDREG"	"50ms"	"Hit"	1.08058	22
"828"	"8"	4	0.38942	2	18	"2"	9	1.5706	3.680934	"TEN"	"RANDREG"	"50ms"	"Hit"	1.18118	24
"830"	"8"	4	0.38942	2	20	"2"	4	1.1352	3.680934	"TEN"	"RANDREG"	"50ms"	"Hit"	0.74578	15
"831"	"8"	4	0.38942	2	22	"2"	2	1.329	3.680934	"TEN"	"RANDREG"	"50ms"	"Hit"	0.93958	19
"832"	"8"	4	0.38942	2	24	"2"	12	1.3321	3.680934	"TEN"	"RANDREG"	"50ms"	"Hit"	0.94268	19
"833"	"8"	4	0.38942	2	26	"2"	25	1.5439	3.680934	"TEN"	"RANDREG"	"50ms"	"Hit"	1.15448	23
"834"	"8"	4	0.38942	2	27	"2"	10	1.6344	3.680934	"TEN"	"RANDREG"	"50ms"	"Hit"	1.24498	25
"835"	"8"	4	0.38942	2	29	"2"	13	1.1264	3.680934	"TEN"	"RANDREG"	"50ms"	"Hit"	0.73698	15
"836"	"8"	4	0.38942	2	34	"2"	33	1.2794	3.680934	"TEN"	"RANDREG"	"50ms"	"Hit"	0.88998	18
"837"	"8"	4	0.38942	2	35	"2"	19	1.2494	3.680934	"TEN"	"RANDREG"	"50ms"	"Hit"	0.85998	17
"838"	"8"	4	0.38942	2	36	"2"	5	1.4236	3.680934	"TEN"	"RANDREG"	"50ms"	"Hit"	1.03418	21
"839"	"8"	4	0.38942	2	37	"2"	3	1.3616	3.680934	"TEN"	"RANDREG"	"50ms"	"Hit"	0.97218	19
"840"	"8"	4	0.38942	2	39	"2"	28	1.3096	3.680934	"TEN"	"RANDREG"	"50ms"	"Hit"	0.92018	18
"841"	"8"	4	0.38942	2	41	"2"	32	1.2653	3.680934	"TEN"	"RANDREG"	"50ms"	"Hit"	0.87588	18
"842"	"8"	4	0.38942	2	42	"2"	24	1.211	3.680934	"TEN"	"RANDREG"	"50ms"	"Hit"	0.82158	16
"843"	"8"	4	0.38942	2	46	"2"	15	1.3242	3.680934	"TEN"	"RANDREG"	"50ms"	"Hit"	0.93478	19
"844"	"8"	4	0.38942	2	50	"2"	34	1.5739	3.680934	"TEN"	"RANDREG"	"50ms"	"Hit"	1.18448	24
"845"	"8"	4	0.38942	2	53	"2"	16	1.6353	3.680934	"TEN"	"RANDREG"	"50ms"	"Hit"	1.24588	25
"846"	"8"	4	0.38942	2	54	"2"	6	1.4234	3.680934	"TEN"	"RANDREG"	"50ms"	"Hit"	1.03398	21
"847"	"8"	4	0.38942	2	55	"2"	8	1.4299	3.680934	"TEN"	"RANDREG"	"50ms"	"Hit"	1.04048	21
"848"	"8"	4	0.38942	2	56	"2"	35	1.2014	3.680934	"TEN"	"RANDREG"	"50ms"	"Hit"	0.81198	16
"849"	"8"	4	0.38942	2	58	"2"	31	1.3897	3.680934	"TEN"	"RANDREG"	"50ms"	"Hit"	1.00028	20
"850"	"8"	4	0.38942	2	62	"2"	26	1.3719	3.680934	"TEN"	"RANDREG"	"50ms"	"Hit"	0.98248	20
"851"	"8"	4	0.38942	2	63	"2"	1	0.9986	3.680934	"TEN"	"RANDREG"	"50ms"	"Hit"	0.60918	12
"852"	"8"	4	0.38942	2	66	"2"	7	1.3872	3.680934	"TEN"	"RANDREG"	"50ms"	"Hit"	0.99778	20
"853"	"8"	4	0.38942	2	68	"2"	14	1.2059	3.680934	"TEN"	"RANDREG"	"50ms"	"Hit"	0.81648	16
"854"	"8"	4	0.38942	2	69	"2"	27	1.42	3.680934	"TEN"	"RANDREG"	"50ms"	"Hit"	1.03058	21
"855"	"8"	4	0.38942	2	72	"2"	30	1.3734	3.680934	"TEN"	"RANDREG"	"50ms"	"Hit"	0.98398	20
"856"	"9"	2	0.35352	2	2	"2"	5	1.1276	3.604818	"TEN"	"RANDREG"	"50ms"	"Hit"	0.77408	15
"858"	"9"	2	0.35352	2	4	"2"	6	1.3967	3.604818	"TEN"	"RANDREG"	"50ms"	"Hit"	1.04318	21
"859"	"9"	2	0.35352	2	5	"2"	21	1.5767	3.604818	"TEN"	"RANDREG"	"50ms"	"Hit"	1.22318	24
"861"	"9"	2	0.35352	2	11	"2"	23	1.4831	3.604818	"TEN"	"RANDREG"	"50ms"	"Hit"	1.12958	23
"862"	"9"	2	0.35352	2	17	"2"	10	1.2445	3.604818	"TEN"	"RANDREG"	"50ms"	"Hit"	0.89098	18
"864"	"9"	2	0.35352	2	26	"2"	22	1.2952	3.604818	"TEN"	"RANDREG"	"50ms"	"Hit"	0.94168	19
"865"	"9"	2	0.35352	2	34	"2"	9	1.4356	3.604818	"TEN"	"RANDREG"	"50ms"	"Hit"	1.08208	22
"866"	"9"	2	0.35352	2	36	"2"	18	1.3562	3.604818	"TEN"	"RANDREG"	"50ms"	"Hit"	1.00268	20
"867"	"9"	2	0.35352	2	39	"2"	11	1.501	3.604818	"TEN"	"RANDREG"	"50ms"	"Hit"	1.14748	23
"868"	"9"	2	0.35352	2	40	"2"	32	1.4129	3.604818	"TEN"	"RANDREG"	"50ms"	"Hit"	1.05938	21
"869"	"9"	2	0.35352	2	43	"2"	28	1.3335	3.604818	"TEN"	"RANDREG"	"50ms"	"Hit"	0.97998	20
"870"	"9"	2	0.35352	2	44	"2"	27	1.3902	3.604818	"TEN"	"RANDREG"	"50ms"	"Hit"	1.03668	21
"871"	"9"	2	0.35352	2	45	"2"	16	1.3834	3.604818	"TEN"	"RANDREG"	"50ms"	"Hit"	1.02988	21
"872"	"9"	2	0.35352	2	47	"2"	8	1.483	3.604818	"TEN"	"RANDREG"	"50ms"	"Hit"	1.12948	23
"873"	"9"	2	0.35352	2	48	"2"	2	1.6056	3.604818	"TEN"	"RANDREG"	"50ms"	"Hit"	1.25208	25
"874"	"9"	2	0.35352	2	49	"2"	34	1.4216	3.604818	"TEN"	"RANDREG"	"50ms"	"Hit"	1.06808	21
"876"	"9"	2	0.35352	2	53	"2"	17	1.0354	3.604818	"TEN"	"RANDREG"	"50ms"	"Hit"	0.68188	14
"877"	"9"	2	0.35352	2	54	"2"	4	1.1697	3.604818	"TEN"	"RANDREG"	"50ms"	"Hit"	0.81618	16
"879"	"9"	2	0.35352	2	57	"2"	7	1.4599	3.604818	"TEN"	"RANDREG"	"50ms"	"Hit"	1.10638	22
"880"	"9"	2	0.35352	2	58	"2"	35	1.2711	3.604818	"TEN"	"RANDREG"	"50ms"	"Hit"	0.91758	18
"881"	"9"	2	0.35352	2	60	"2"	13	1.1842	3.604818	"TEN"	"RANDREG"	"50ms"	"Hit"	0.83068	17
"882"	"9"	2	0.35352	2	61	"2"	3	1.2566	3.604818	"TEN"	"RANDREG"	"50ms"	"Hit"	0.90308	18
"883"	"9"	2	0.35352	2	62	"2"	1	0.9145	3.604818	"TEN"	"RANDREG"	"50ms"	"Hit"	0.56098	11
"884"	"9"	2	0.35352	2	68	"2"	19	1.6818	3.604818	"TEN"	"RANDREG"	"50ms"	"Hit"	1.32828	27
"885"	"9"	2	0.35352	2	69	"2"	24	1.4455	3.604818	"TEN"	"RANDREG"	"50ms"	"Hit"	1.09198	22
"886"	"9"	2	0.35352	2	72	"2"	31	1.161	3.604818	"TEN"	"RANDREG"	"50ms"	"Hit"	0.80748	16
"888"	"9"	2	0.35352	2	79	"2"	12	1.2023	3.604818	"TEN"	"RANDREG"	"50ms"	"Hit"	0.84878	17
"889"	"9"	2	0.35352	2	80	"2"	26	1.2626	3.604818	"TEN"	"RANDREG"	"50ms"	"Hit"	0.90908	18
"890"	"1"	5	0.39202	2	16	"4"	5	0.4761	3.680934	"TEN"	"STEP"	"50ms"	"Hit"	0.4761	10
"891"	"1"	5	0.39202	2	20	"4"	1	0.3199	3.680934	"TEN"	"STEP"	"50ms"	"Hit"	0.3199	6
"892"	"1"	5	0.39202	2	29	"4"	2	0.3959	3.680934	"TEN"	"STEP"	"50ms"	"Hit"	0.3959	8
"893"	"1"	5	0.39202	2	35	"4"	4	0.3026	3.680934	"TEN"	"STEP"	"50ms"	"Hit"	0.3026	6
"894"	"1"	5	0.39202	2	61	"4"	3	0.4656	3.680934	"TEN"	"STEP"	"50ms"	"Hit"	0.4656	9
"895"	"10"	4	0.35834	2	32	"4"	5	0.3763	3.522954	"TEN"	"STEP"	"50ms"	"Hit"	0.3763	8
"896"	"10"	4	0.35834	2	45	"4"	3	0.4048	3.522954	"TEN"	"STEP"	"50ms"	"Hit"	0.4048	8
"897"	"10"	4	0.35834	2	48	"4"	2	0.3595	3.522954	"TEN"	"STEP"	"50ms"	"Hit"	0.3595	7
"898"	"10"	4	0.35834	2	49	"4"	1	0.2818	3.522954	"TEN"	"STEP"	"50ms"	"Hit"	0.2818	6
"899"	"10"	4	0.35834	2	64	"4"	4	0.3693	3.522954	"TEN"	"STEP"	"50ms"	"Hit"	0.3693	7
"900"	"11"	2	0.47288	2	15	"4"	1	0.4792	3.680934	"TEN"	"STEP"	"50ms"	"Hit"	0.4792	10
"901"	"11"	2	0.47288	2	59	"4"	3	0.5234	3.680934	"TEN"	"STEP"	"50ms"	"Hit"	0.5234	10
"902"	"11"	2	0.47288	2	69	"4"	4	0.4571	3.680934	"TEN"	"STEP"	"50ms"	"Hit"	0.4571	9
"903"	"11"	2	0.47288	2	71	"4"	2	0.4993	3.680934	"TEN"	"STEP"	"50ms"	"Hit"	0.4993	10
"904"	"11"	2	0.47288	2	77	"4"	5	0.4054	3.680934	"TEN"	"STEP"	"50ms"	"Hit"	0.4054	8
"905"	"12"	6	0.29824	2	12	"4"	5	0.2785	4.482805	"TEN"	"STEP"	"50ms"	"Hit"	0.2785	6
"906"	"12"	6	0.29824	2	19	"4"	3	0.3103	4.482805	"TEN"	"STEP"	"50ms"	"Hit"	0.3103	6
"907"	"12"	6	0.29824	2	36	"4"	4	0.3642	4.482805	"TEN"	"STEP"	"50ms"	"Hit"	0.3642	7
"908"	"12"	6	0.29824	2	45	"4"	1	0.2665	4.482805	"TEN"	"STEP"	"50ms"	"Hit"	0.2665	5
"909"	"12"	6	0.29824	2	61	"4"	2	0.2717	4.482805	"TEN"	"STEP"	"50ms"	"Hit"	0.2717	5
"910"	"13"	5	0.32328	2	29	"4"	5	0.2758	4.201367	"TEN"	"STEP"	"50ms"	"Hit"	0.2758	6
"911"	"13"	5	0.32328	2	36	"4"	1	0.3666	4.201367	"TEN"	"STEP"	"50ms"	"Hit"	0.3666	7
"912"	"13"	5	0.32328	2	43	"4"	2	0.3836	4.201367	"TEN"	"STEP"	"50ms"	"Hit"	0.3836	8
