subj	 block	 speed	 trialN	 condi	 setID	 RTs	 response	 dprime	 correct
3	6	6	64	2	25	3.0055	1	2.808287 	1
3	6	6	65	1	20	NaN	2	2.808287 	1
3	6	6	66	3	1	NaN	2	2.808287 	1
3	6	6	67	2	1	4.6142	1	2.808287 	1
3	6	6	68	1	31	NaN	2	2.808287 	1
3	6	6	69	1	5	NaN	2	2.808287 	1
3	6	6	70	1	6	NaN	2	2.808287 	1
3	6	6	71	3	5	NaN	2	2.808287 	1
3	6	6	72	1	9	NaN	2	2.808287 	1
3	6	6	73	2	15	3.8074	1	2.808287 	1
3	6	6	74	1	23	NaN	2	2.808287 	1
3	6	6	75	4	5	0.3401	1	2.808287 	1
3	6	6	76	2	8	3.7085	1	2.808287 	1
3	6	6	77	2	7	3.3223	1	2.808287 	1
3	6	6	78	2	5	3.7958	1	2.808287 	1
3	6	6	79	2	32	2.3025	1	2.808287 	1
3	6	6	80	1	21	3.7576	-1	2.808287 	0
4	1	1	1	2	23	1.0432	1	4.201367 	1
4	1	1	2	2	1	1.0278	1	4.201367 	1
4	1	1	3	2	16	0.8372	1	4.201367 	1
4	1	1	4	3	5	NaN	2	4.201367 	1
4	1	1	5	2	12	0.9870	1	4.201367 	1
4	1	1	6	3	1	NaN	2	4.201367 	1
4	1	1	7	1	30	NaN	2	4.201367 	1
4	1	1	8	4	4	0.3407	1	4.201367 	1
4	1	1	9	1	1	NaN	2	4.201367 	1
4	1	1	10	1	5	NaN	2	4.201367 	1
4	1	1	11	2	34	0.7949	1	4.201367 	1
4	1	1	12	2	29	1.0273	1	4.201367 	1
4	1	1	13	2	2	0.8766	1	4.201367 	1
4	1	1	14	2	28	0.8530	1	4.201367 	1
4	1	1	15	1	22	NaN	2	4.201367 	1
4	1	1	16	2	21	0.7013	1	4.201367 	1
4	1	1	17	1	6	NaN	2	4.201367 	1
4	1	1	18	1	9	NaN	2	4.201367 	1
4	1	1	19	4	1	0.4300	1	4.201367 	1
4	1	1	20	1	19	NaN	2	4.201367 	1
4	1	1	21	2	20	0.9257	1	4.201367 	1
4	1	1	22	1	8	NaN	2	4.201367 	1
4	1	1	23	2	26	0.9645	1	4.201367 	1
4	1	1	24	3	3	NaN	2	4.201367 	1
4	1	1	25	1	10	NaN	2	4.201367 	1
4	1	1	26	1	4	NaN	2	4.201367 	1
4	1	1	27	1	26	NaN	2	4.201367 	1
4	1	1	28	2	15	0.9137	1	4.201367 	1
4	1	1	29	1	24	NaN	2	4.201367 	1
4	1	1	30	1	20	NaN	2	4.201367 	1
4	1	1	31	1	35	NaN	2	4.201367 	1
4	1	1	32	2	10	0.8759	1	4.201367 	1
4	1	1	33	2	18	0.8833	1	4.201367 	1
4	1	1	34	2	32	0.7928	1	4.201367 	1
4	1	1	35	4	5	0.3268	1	4.201367 	1
4	1	1	36	2	19	0.7973	1	4.201367 	1
4	1	1	37	1	13	NaN	2	4.201367 	1
4	1	1	38	1	32	NaN	2	4.201367 	1
4	1	1	39	2	5	0.9446	1	4.201367 	1
4	1	1	40	1	3	NaN	2	4.201367 	1
4	1	1	41	2	11	0.7280	1	4.201367 	1
4	1	1	42	2	25	0.9667	1	4.201367 	1
4	1	1	43	4	3	0.3576	1	4.201367 	1
4	1	1	44	2	8	1.0081	1	4.201367 	1
4	1	1	45	2	13	0.8349	1	4.201367 	1
4	1	1	46	1	21	NaN	2	4.201367 	1
4	1	1	47	2	22	0.9766	1	4.201367 	1
4	1	1	48	2	31	0.9329	1	4.201367 	1
4	1	1	49	2	24	0.9163	1	4.201367 	1
4	1	1	50	3	4	NaN	2	4.201367 	1
4	1	1	51	1	18	NaN	2	4.201367 	1
4	1	1	52	2	4	0.7399	1	4.201367 	1
4	1	1	53	2	7	0.8142	1	4.201367 	1
4	1	1	54	3	2	NaN	2	4.201367 	1
4	1	1	55	1	25	NaN	2	4.201367 	1
4	1	1	56	1	2	NaN	2	4.201367 	1
4	1	1	57	2	3	0.8790	1	4.201367 	1
4	1	1	58	1	34	NaN	2	4.201367 	1
4	1	1	59	2	14	0.9262	1	4.201367 	1
4	1	1	60	2	27	0.8338	1	4.201367 	1
4	1	1	61	1	16	NaN	2	4.201367 	1
4	1	1	62	2	35	0.8546	1	4.201367 	1
4	1	1	63	2	17	0.8841	1	4.201367 	1
4	1	1	64	1	29	3.4841	-1	4.201367 	0
4	1	1	65	2	9	1.0656	1	4.201367 	1
4	1	1	66	2	33	0.8186	1	4.201367 	1
4	1	1	67	1	7	NaN	2	4.201367 	1
4	1	1	68	1	28	NaN	2	4.201367 	1
4	1	1	69	1	17	NaN	2	4.201367 	1
4	1	1	70	1	14	NaN	2	4.201367 	1
4	1	1	71	1	11	NaN	2	4.201367 	1
4	1	1	72	1	27	NaN	2	4.201367 	1
4	1	1	73	1	33	NaN	2	4.201367 	1
4	1	1	74	4	2	0.3872	1	4.201367 	1
4	1	1	75	2	6	0.8955	1	4.201367 	1
4	1	1	76	1	15	NaN	2	4.201367 	1
4	1	1	77	1	23	NaN	2	4.201367 	1
4	1	1	78	2	30	0.9458	1	4.201367 	1
4	1	1	79	1	31	NaN	2	4.201367 	1
4	1	1	80	1	12	NaN	2	4.201367 	1
4	2	4	1	3	3	NaN	2	4.201367 	1
4	2	4	2	1	9	NaN	2	4.201367 	1
4	2	4	3	2	33	1.3281	1	4.201367 	1
4	2	4	4	2	25	1.3522	1	4.201367 	1
4	2	4	5	1	6	NaN	2	4.201367 	1
4	2	4	6	1	25	NaN	2	4.201367 	1
4	2	4	7	3	5	NaN	2	4.201367 	1
4	2	4	8	2	9	1.2287	1	4.201367 	1
4	2	4	9	2	14	1.4786	1	4.201367 	1
4	2	4	10	1	27	NaN	2	4.201367 	1
4	2	4	11	1	35	NaN	2	4.201367 	1
4	2	4	12	2	20	1.2281	1	4.201367 	1
4	2	4	13	1	28	NaN	2	4.201367 	1
4	2	4	14	1	15	NaN	2	4.201367 	1
4	2	4	15	4	2	0.4614	1	4.201367 	1
4	2	4	16	1	22	NaN	2	4.201367 	1
4	2	4	17	2	27	1.2652	1	4.201367 	1
4	2	4	18	1	3	NaN	2	4.201367 	1
4	2	4	19	1	26	NaN	2	4.201367 	1
4	2	4	20	2	29	1.1641	1	4.201367 	1
4	2	4	21	1	21	NaN	2	4.201367 	1
4	2	4	22	2	21	1.6179	1	4.201367 	1
4	2	4	23	1	18	3.6041	-1	4.201367 	0
4	2	4	24	2	16	1.1875	1	4.201367 	1
4	2	4	25	2	28	1.5096	1	4.201367 	1
4	2	4	26	1	7	NaN	2	4.201367 	1
4	2	4	27	4	4	0.3798	1	4.201367 	1
4	2	4	28	1	1	NaN	2	4.201367 	1
4	2	4	29	3	4	NaN	2	4.201367 	1
4	2	4	30	2	22	1.5335	1	4.201367 	1
4	2	4	31	2	5	1.3818	1	4.201367 	1
4	2	4	32	1	30	NaN	2	4.201367 	1
4	2	4	33	1	17	NaN	2	4.201367 	1
4	2	4	34	1	19	NaN	2	4.201367 	1
4	2	4	35	2	13	1.2042	1	4.201367 	1
4	2	4	36	1	12	NaN	2	4.201367 	1
4	2	4	37	1	23	NaN	2	4.201367 	1
4	2	4	38	2	11	1.2419	1	4.201367 	1
4	2	4	39	4	1	0.3629	1	4.201367 	1
4	2	4	40	1	31	NaN	2	4.201367 	1
4	2	4	41	1	11	NaN	2	4.201367 	1
4	2	4	42	1	4	NaN	2	4.201367 	1
4	2	4	43	2	6	1.3769	1	4.201367 	1
4	2	4	44	2	26	1.4815	1	4.201367 	1
4	2	4	45	2	7	1.2570	1	4.201367 	1
4	2	4	46	2	32	1.1785	1	4.201367 	1
4	2	4	47	2	8	1.3655	1	4.201367 	1
4	2	4	48	1	5	NaN	2	4.201367 	1
4	2	4	49	2	30	1.1384	1	4.201367 	1
4	2	4	50	1	2	NaN	2	4.201367 	1
4	2	4	51	4	3	0.3633	1	4.201367 	1
4	2	4	52	1	33	NaN	2	4.201367 	1
4	2	4	53	2	24	1.0485	1	4.201367 	1
4	2	4	54	2	19	1.3670	1	4.201367 	1
4	2	4	55	1	34	NaN	2	4.201367 	1
4	2	4	56	2	10	1.0418	1	4.201367 	1
4	2	4	57	1	16	NaN	2	4.201367 	1
4	2	4	58	2	18	1.4079	1	4.201367 	1
4	2	4	59	1	32	NaN	2	4.201367 	1
4	2	4	60	2	3	1.2583	1	4.201367 	1
4	2	4	61	1	20	NaN	2	4.201367 	1
4	2	4	62	2	2	0.8061	1	4.201367 	1
4	2	4	63	2	15	1.2169	1	4.201367 	1
4	2	4	64	2	17	1.2297	1	4.201367 	1
4	2	4	65	1	10	NaN	2	4.201367 	1
4	2	4	66	2	1	1.1736	1	4.201367 	1
4	2	4	67	1	8	NaN	2	4.201367 	1
4	2	4	68	1	13	NaN	2	4.201367 	1
4	2	4	69	2	35	1.1139	1	4.201367 	1
4	2	4	70	2	12	1.1235	1	4.201367 	1
4	2	4	71	2	34	1.3285	1	4.201367 	1
4	2	4	72	4	5	0.3512	1	4.201367 	1
4	2	4	73	3	2	NaN	2	4.201367 	1
4	2	4	74	3	1	NaN	2	4.201367 	1
4	2	4	75	2	4	1.3071	1	4.201367 	1
4	2	4	76	1	24	NaN	2	4.201367 	1
4	2	4	77	2	31	1.0804	1	4.201367 	1
4	2	4	78	1	14	NaN	2	4.201367 	1
4	2	4	79	1	29	NaN	2	4.201367 	1
4	2	4	80	2	23	1.2033	1	4.201367 	1
4	3	2	1	1	33	NaN	2	4.201367 	1
4	3	2	2	2	7	1.2035	1	4.201367 	1
4	3	2	3	2	17	1.3409	1	4.201367 	1
4	3	2	4	2	22	1.2938	1	4.201367 	1
4	3	2	5	2	35	1.3031	1	4.201367 	1
4	3	2	6	1	24	4.4941	-1	4.201367 	0
4	3	2	7	4	1	0.4341	1	4.201367 	1
4	3	2	8	2	6	1.4132	1	4.201367 	1
4	3	2	9	1	3	NaN	2	4.201367 	1
4	3	2	10	1	9	NaN	2	4.201367 	1
4	3	2	11	2	10	1.2009	1	4.201367 	1
4	3	2	12	1	18	NaN	2	4.201367 	1
4	3	2	13	1	4	NaN	2	4.201367 	1
4	3	2	14	1	13	NaN	2	4.201367 	1
4	3	2	15	4	3	0.4129	1	4.201367 	1
4	3	2	16	1	34	NaN	2	4.201367 	1
4	3	2	17	2	9	1.3577	1	4.201367 	1
4	3	2	18	4	5	0.3923	1	4.201367 	1
4	3	2	19	1	16	NaN	2	4.201367 	1
4	3	2	20	1	32	NaN	2	4.201367 	1
4	3	2	21	3	3	NaN	2	4.201367 	1
4	3	2	22	1	7	NaN	2	4.201367 	1
4	3	2	23	4	4	0.3075	1	4.201367 	1
4	3	2	24	3	4	NaN	2	4.201367 	1
4	3	2	25	2	11	1.1323	1	4.201367 	1
4	3	2	26	2	18	1.3539	1	4.201367 	1
4	3	2	27	1	6	NaN	2	4.201367 	1
4	3	2	28	3	5	NaN	2	4.201367 	1
4	3	2	29	1	14	NaN	2	4.201367 	1
4	3	2	30	1	28	NaN	2	4.201367 	1
4	3	2	31	3	2	NaN	2	4.201367 	1
4	3	2	32	1	23	NaN	2	4.201367 	1
4	3	2	33	1	15	NaN	2	4.201367 	1
4	3	2	34	2	26	1.2461	1	4.201367 	1
4	3	2	35	1	26	NaN	2	4.201367 	1
4	3	2	36	2	19	1.2329	1	4.201367 	1
4	3	2	37	1	19	NaN	2	4.201367 	1
4	3	2	38	1	29	NaN	2	4.201367 	1
4	3	2	39	2	27	1.1551	1	4.201367 	1
4	3	2	40	2	31	1.1021	1	4.201367 	1
4	3	2	41	1	12	NaN	2	4.201367 	1
4	3	2	42	3	1	NaN	2	4.201367 	1
4	3	2	43	2	21	1.4805	1	4.201367 	1
4	3	2	44	2	2	1.5182	1	4.201367 	1
4	3	2	45	2	8	1.2006	1	4.201367 	1
4	3	2	46	1	20	NaN	2	4.201367 	1
4	3	2	47	2	14	1.1917	1	4.201367 	1
4	3	2	48	2	1	1.3845	1	4.201367 	1
4	3	2	49	2	4	1.3361	1	4.201367 	1
4	3	2	50	1	21	NaN	2	4.201367 	1
4	3	2	51	2	33	1.3127	1	4.201367 	1
4	3	2	52	1	25	NaN	2	4.201367 	1
4	3	2	53	2	23	1.2320	1	4.201367 	1
4	3	2	54	2	30	1.3220	1	4.201367 	1
4	3	2	55	2	20	1.1462	1	4.201367 	1
4	3	2	56	2	13	1.2236	1	4.201367 	1
4	3	2	57	2	5	1.2467	1	4.201367 	1
4	3	2	58	2	16	1.1148	1	4.201367 	1
4	3	2	59	1	31	NaN	2	4.201367 	1
4	3	2	60	2	15	1.4169	1	4.201367 	1
4	3	2	61	2	29	1.4389	1	4.201367 	1
4	3	2	62	2	12	1.3676	1	4.201367 	1
4	3	2	63	1	27	NaN	2	4.201367 	1
4	3	2	64	1	8	NaN	2	4.201367 	1
4	3	2	65	1	1	NaN	2	4.201367 	1
4	3	2	66	1	5	NaN	2	4.201367 	1
4	3	2	67	1	17	NaN	2	4.201367 	1
4	3	2	68	2	34	1.1443	1	4.201367 	1
4	3	2	69	2	24	1.2902	1	4.201367 	1
4	3	2	70	1	22	NaN	2	4.201367 	1
4	3	2	71	1	10	NaN	2	4.201367 	1
4	3	2	72	2	3	1.4109	1	4.201367 	1
4	3	2	73	4	2	0.3626	1	4.201367 	1
4	3	2	74	1	2	NaN	2	4.201367 	1
4	3	2	75	1	30	NaN	2	4.201367 	1
4	3	2	76	1	35	NaN	2	4.201367 	1
4	3	2	77	1	11	NaN	2	4.201367 	1
4	3	2	78	2	25	1.2721	1	4.201367 	1
4	3	2	79	2	28	1.3916	1	4.201367 	1
4	3	2	80	2	32	1.2465	1	4.201367 	1
4	4	5	1	2	16	2.3124	1	4.482805 	1
4	4	5	2	1	25	NaN	2	4.482805 	1
4	4	5	3	2	26	2.1707	1	4.482805 	1
4	4	5	4	1	24	NaN	2	4.482805 	1
4	4	5	5	1	12	NaN	2	4.482805 	1
4	4	5	6	3	1	NaN	2	4.482805 	1
4	4	5	7	2	31	2.4949	1	4.482805 	1
4	4	5	8	1	31	NaN	2	4.482805 	1
4	4	5	9	2	24	2.2779	1	4.482805 	1
4	4	5	10	2	13	2.2170	1	4.482805 	1
4	4	5	11	2	34	2.1163	1	4.482805 	1
4	4	5	12	3	3	NaN	2	4.482805 	1
4	4	5	13	2	2	2.8131	1	4.482805 	1
4	4	5	14	2	6	2.4018	1	4.482805 	1
4	4	5	15	4	5	0.3783	1	4.482805 	1
4	4	5	16	2	21	2.5460	1	4.482805 	1
4	4	5	17	1	2	NaN	2	4.482805 	1
4	4	5	18	2	27	1.7112	1	4.482805 	1
4	4	5	19	1	9	NaN	2	4.482805 	1
4	4	5	20	1	27	NaN	2	4.482805 	1
4	4	5	21	2	7	2.2590	1	4.482805 	1
4	4	5	22	2	14	2.1306	1	4.482805 	1
4	4	5	23	2	17	2.0927	1	4.482805 	1
4	4	5	24	2	4	1.7926	1	4.482805 	1
4	4	5	25	3	5	NaN	2	4.482805 	1
4	4	5	26	2	33	1.8781	1	4.482805 	1
4	4	5	27	2	23	2.0357	1	4.482805 	1
4	4	5	28	2	9	1.7440	1	4.482805 	1
4	4	5	29	2	30	2.2019	1	4.482805 	1
4	4	5	30	1	15	NaN	2	4.482805 	1
4	4	5	31	1	26	NaN	2	4.482805 	1
4	4	5	32	2	22	1.6749	1	4.482805 	1
4	4	5	33	2	5	1.7839	1	4.482805 	1
4	4	5	34	1	19	NaN	2	4.482805 	1
4	4	5	35	1	30	NaN	2	4.482805 	1
4	4	5	36	1	22	NaN	2	4.482805 	1
4	4	5	37	2	1	1.8684	1	4.482805 	1
4	4	5	38	2	29	2.1015	1	4.482805 	1
4	4	5	39	1	23	NaN	2	4.482805 	1
4	4	5	40	2	10	2.0063	1	4.482805 	1
4	4	5	41	1	10	NaN	2	4.482805 	1
4	4	5	42	1	16	NaN	2	4.482805 	1
4	4	5	43	1	13	NaN	2	4.482805 	1
4	4	5	44	1	7	NaN	2	4.482805 	1
4	4	5	45	3	2	NaN	2	4.482805 	1
4	4	5	46	2	11	2.3011	1	4.482805 	1
4	4	5	47	2	15	2.2075	1	4.482805 	1
4	4	5	48	2	3	2.3366	1	4.482805 	1
4	4	5	49	1	29	NaN	2	4.482805 	1
4	4	5	50	1	20	NaN	2	4.482805 	1
4	4	5	51	2	35	1.6309	1	4.482805 	1
4	4	5	52	1	8	NaN	2	4.482805 	1
4	4	5	53	2	19	2.0361	1	4.482805 	1
4	4	5	54	1	14	NaN	2	4.482805 	1
4	4	5	55	1	5	NaN	2	4.482805 	1
4	4	5	56	1	11	NaN	2	4.482805 	1
4	4	5	57	1	34	NaN	2	4.482805 	1
4	4	5	58	1	21	NaN	2	4.482805 	1
4	4	5	59	4	1	0.3572	1	4.482805 	1
4	4	5	60	1	4	NaN	2	4.482805 	1
4	4	5	61	2	8	1.6560	1	4.482805 	1
4	4	5	62	3	4	NaN	2	4.482805 	1
4	4	5	63	2	20	2.2643	1	4.482805 	1
4	4	5	64	1	33	NaN	2	4.482805 	1
4	4	5	65	1	17	NaN	2	4.482805 	1
4	4	5	66	2	25	2.0224	1	4.482805 	1
4	4	5	67	2	28	1.8524	1	4.482805 	1
4	4	5	68	1	28	NaN	2	4.482805 	1
4	4	5	69	4	3	0.3679	1	4.482805 	1
4	4	5	70	1	35	NaN	2	4.482805 	1
4	4	5	71	4	4	0.3190	1	4.482805 	1
4	4	5	72	1	32	NaN	2	4.482805 	1
4	4	5	73	1	3	NaN	2	4.482805 	1
4	4	5	74	1	6	NaN	2	4.482805 	1
4	4	5	75	2	18	1.8047	1	4.482805 	1
4	4	5	76	2	12	1.5649	1	4.482805 	1
4	4	5	77	4	2	0.3456	1	4.482805 	1
4	4	5	78	1	1	NaN	2	4.482805 	1
4	4	5	79	1	18	NaN	2	4.482805 	1
4	4	5	80	2	32	1.8538	1	4.482805 	1
4	5	3	1	1	31	NaN	2	3.680934 	1
4	5	3	2	1	4	7.8599	-1	3.680934 	0
4	5	3	3	2	4	2.1505	1	3.680934 	1
4	5	3	4	2	29	2.4235	1	3.680934 	1
4	5	3	5	1	16	NaN	2	3.680934 	1
4	5	3	6	2	13	1.6274	1	3.680934 	1
4	5	3	7	1	13	NaN	2	3.680934 	1
4	5	3	8	2	22	1.7291	1	3.680934 	1
4	5	3	9	3	3	NaN	2	3.680934 	1
4	5	3	10	1	34	NaN	2	3.680934 	1
4	5	3	11	1	35	NaN	2	3.680934 	1
4	5	3	12	1	11	NaN	2	3.680934 	1
4	5	3	13	3	1	NaN	2	3.680934 	1
4	5	3	14	2	3	1.5105	1	3.680934 	1
4	5	3	15	3	2	NaN	2	3.680934 	1
4	5	3	16	2	16	1.9589	1	3.680934 	1
4	5	3	17	2	19	2.1663	1	3.680934 	1
4	5	3	18	2	6	1.7913	1	3.680934 	1
4	5	3	19	2	15	1.9197	1	3.680934 	1
4	5	3	20	2	5	1.7710	1	3.680934 	1
4	5	3	21	3	4	NaN	2	3.680934 	1
4	5	3	22	2	12	1.4470	1	3.680934 	1
4	5	3	23	1	2	NaN	2	3.680934 	1
4	5	3	24	2	25	1.3542	1	3.680934 	1
4	5	3	25	1	15	NaN	2	3.680934 	1
4	5	3	26	2	31	1.5928	1	3.680934 	1
4	5	3	27	2	28	1.7299	1	3.680934 	1
4	5	3	28	1	6	8.0262	-1	3.680934 	0
4	5	3	29	2	18	2.0041	1	3.680934 	1
4	5	3	30	1	27	NaN	2	3.680934 	1
4	5	3	31	1	29	NaN	2	3.680934 	1
4	5	3	32	4	1	0.3564	1	3.680934 	1
4	5	3	33	1	9	NaN	2	3.680934 	1
4	5	3	34	2	1	1.5835	1	3.680934 	1
4	5	3	35	2	23	1.6109	1	3.680934 	1
4	5	3	36	2	8	0.9904	1	3.680934 	1
4	5	3	37	2	20	1.4122	1	3.680934 	1
4	5	3	38	1	5	NaN	2	3.680934 	1
4	5	3	39	2	26	1.1060	1	3.680934 	1
4	5	3	40	1	26	NaN	2	3.680934 	1
4	5	3	41	2	11	1.3225	1	3.680934 	1
4	5	3	42	2	7	1.5558	1	3.680934 	1
4	5	3	43	1	20	NaN	2	3.680934 	1
4	5	3	44	1	14	NaN	2	3.680934 	1
4	5	3	45	4	2	0.3407	1	3.680934 	1
4	5	3	46	2	2	1.7862	1	3.680934 	1
4	5	3	47	1	12	NaN	2	3.680934 	1
4	5	3	48	4	5	0.3330	1	3.680934 	1
4	5	3	49	4	3	0.4224	1	3.680934 	1
4	5	3	50	2	32	1.4801	1	3.680934 	1
4	5	3	51	1	17	NaN	2	3.680934 	1
4	5	3	52	1	32	NaN	2	3.680934 	1
4	5	3	53	2	34	1.4988	1	3.680934 	1
4	5	3	54	2	27	1.9549	1	3.680934 	1
4	5	3	55	2	10	1.4490	1	3.680934 	1
4	5	3	56	2	35	1.5637	1	3.680934 	1
4	5	3	57	1	18	NaN	2	3.680934 	1
4	5	3	58	2	9	1.6409	1	3.680934 	1
4	5	3	59	1	30	NaN	2	3.680934 	1
4	5	3	60	1	3	NaN	2	3.680934 	1
4	5	3	61	1	22	NaN	2	3.680934 	1
4	5	3	62	2	24	1.7078	1	3.680934 	1
4	5	3	63	2	21	1.6834	1	3.680934 	1
4	5	3	64	4	4	0.3993	1	3.680934 	1
4	5	3	65	1	10	NaN	2	3.680934 	1
4	5	3	66	2	30	1.5082	1	3.680934 	1
4	5	3	67	1	19	NaN	2	3.680934 	1
4	5	3	68	2	33	1.9067	1	3.680934 	1
4	5	3	69	2	17	1.7264	1	3.680934 	1
4	5	3	70	1	7	NaN	2	3.680934 	1
4	5	3	71	1	25	9.0498	-1	3.680934 	0
4	5	3	72	2	14	1.7016	1	3.680934 	1
4	5	3	73	1	24	NaN	2	3.680934 	1
4	5	3	74	1	8	NaN	2	3.680934 	1
4	5	3	75	1	1	NaN	2	3.680934 	1
4	5	3	76	1	21	NaN	2	3.680934 	1
4	5	3	77	1	23	NaN	2	3.680934 	1
4	5	3	78	3	5	NaN	2	3.680934 	1
4	5	3	79	1	33	NaN	2	3.680934 	1
4	5	3	80	1	28	NaN	2	3.680934 	1
4	6	6	1	4	5	0.3580	1	3.391752 	1
4	6	6	2	2	11	2.9700	1	3.391752 	1
4	6	6	3	1	25	8.1185	-1	3.391752 	0
4	6	6	4	3	2	NaN	2	3.391752 	1
4	6	6	5	1	18	NaN	2	3.391752 	1
4	6	6	6	1	34	NaN	2	3.391752 	1
4	6	6	7	2	21	3.4052	1	3.391752 	1
4	6	6	8	1	10	NaN	2	3.391752 	1
4	6	6	9	1	1	NaN	2	3.391752 	1
4	6	6	10	2	16	3.8885	1	3.391752 	1
4	6	6	11	2	8	2.9305	1	3.391752 	1
4	6	6	12	1	13	NaN	2	3.391752 	1
4	6	6	13	2	20	2.6076	1	3.391752 	1
4	6	6	14	1	26	NaN	2	3.391752 	1
4	6	6	15	2	1	2.9562	1	3.391752 	1
4	6	6	16	1	14	NaN	2	3.391752 	1
4	6	6	17	1	24	NaN	2	3.391752 	1
4	6	6	18	1	4	NaN	2	3.391752 	1
4	6	6	19	3	4	NaN	2	3.391752 	1
4	6	6	20	1	30	NaN	2	3.391752 	1
4	6	6	21	4	4	0.3654	1	3.391752 	1
4	6	6	22	1	3	NaN	2	3.391752 	1
4	6	6	23	1	2	NaN	2	3.391752 	1
4	6	6	24	2	12	2.7561	1	3.391752 	1
4	6	6	25	4	3	0.3998	1	3.391752 	1
4	6	6	26	1	15	NaN	2	3.391752 	1
4	6	6	27	2	28	4.5310	1	3.391752 	1
4	6	6	28	1	28	NaN	2	3.391752 	1
4	6	6	29	2	35	2.6531	1	3.391752 	1
4	6	6	30	2	7	4.0235	1	3.391752 	1
4	6	6	31	4	1	0.3886	1	3.391752 	1
4	6	6	32	2	2	3.1334	1	3.391752 	1
4	6	6	33	2	34	3.7039	1	3.391752 	1
4	6	6	34	1	12	NaN	2	3.391752 	1
4	6	6	35	2	33	2.8869	1	3.391752 	1
4	6	6	36	2	18	3.7754	1	3.391752 	1
4	6	6	37	1	32	NaN	2	3.391752 	1
4	6	6	38	1	29	NaN	2	3.391752 	1
4	6	6	39	2	5	3.4250	1	3.391752 	1
4	6	6	40	1	7	NaN	2	3.391752 	1
4	6	6	41	2	23	3.3659	1	3.391752 	1
4	6	6	42	2	15	1.9107	1	3.391752 	1
4	6	6	43	1	11	NaN	2	3.391752 	1
4	6	6	44	1	27	NaN	2	3.391752 	1
4	6	6	45	2	30	3.6091	1	3.391752 	1
4	6	6	46	2	27	2.5147	1	3.391752 	1
4	6	6	47	2	17	2.4184	1	3.391752 	1
4	6	6	48	1	23	10.3008	-1	3.391752 	0
4	6	6	49	1	6	NaN	2	3.391752 	1
4	6	6	50	2	31	4.1179	1	3.391752 	1
4	6	6	51	1	35	NaN	2	3.391752 	1
4	6	6	52	2	9	3.1847	1	3.391752 	1
4	6	6	53	1	31	NaN	2	3.391752 	1
4	6	6	54	2	25	2.9728	1	3.391752 	1
4	6	6	55	2	22	2.9405	1	3.391752 	1
4	6	6	56	2	3	2.7994	1	3.391752 	1
4	6	6	57	1	21	NaN	2	3.391752 	1
4	6	6	58	1	16	NaN	2	3.391752 	1
4	6	6	59	1	8	10.1012	-1	3.391752 	0
4	6	6	60	3	3	NaN	2	3.391752 	1
4	6	6	61	2	26	3.1057	1	3.391752 	1
4	6	6	62	2	19	2.8564	1	3.391752 	1
4	6	6	63	2	14	3.1803	1	3.391752 	1
4	6	6	64	2	6	2.6581	1	3.391752 	1
4	6	6	65	1	9	10.0987	-1	3.391752 	0
4	6	6	66	3	1	NaN	2	3.391752 	1
4	6	6	67	2	10	3.3591	1	3.391752 	1
4	6	6	68	1	17	NaN	2	3.391752 	1
4	6	6	69	1	22	11.0564	-1	3.391752 	0
4	6	6	70	1	5	NaN	2	3.391752 	1
4	6	6	71	3	5	NaN	2	3.391752 	1
4	6	6	72	1	19	NaN	2	3.391752 	1
4	6	6	73	2	24	2.8140	1	3.391752 	1
4	6	6	74	1	33	NaN	2	3.391752 	1
4	6	6	75	4	2	0.3402	1	3.391752 	1
4	6	6	76	2	29	3.3481	1	3.391752 	1
4	6	6	77	2	32	2.9388	1	3.391752 	1
4	6	6	78	2	13	2.5782	1	3.391752 	1
4	6	6	79	2	4	1.4083	1	3.391752 	1
4	6	6	80	1	20	NaN	2	3.391752 	1
5	1	2	1	2	30	1.1435	1	4.201367 	1
5	1	2	2	2	21	1.4583	1	4.201367 	1
5	1	2	3	2	35	1.0720	1	4.201367 	1
5	1	2	4	3	4	NaN	2	4.201367 	1
5	1	2	5	2	24	1.1756	1	4.201367 	1
5	1	2	6	3	1	NaN	2	4.201367 	1
5	1	2	7	1	28	NaN	2	4.201367 	1
5	1	2	8	4	2	0.4554	1	4.201367 	1
5	1	2	9	1	22	NaN	2	4.201367 	1
5	1	2	10	1	24	NaN	2	4.201367 	1
5	1	2	11	2	18	1.3367	1	4.201367 	1
5	1	2	12	2	5	1.3213	1	4.201367 	1
5	1	2	13	2	29	1.2008	1	4.201367 	1
5	1	2	14	2	17	1.1806	1	4.201367 	1
5	1	2	15	1	19	NaN	2	4.201367 	1
5	1	2	16	2	19	1.0876	1	4.201367 	1
5	1	2	17	1	2	5.9219	-1	4.201367 	0
5	1	2	18	1	20	NaN	2	4.201367 	1
5	1	2	19	4	4	0.4581	1	4.201367 	1
5	1	2	20	1	15	NaN	2	4.201367 	1
5	1	2	21	2	26	1.2934	1	4.201367 	1
5	1	2	22	1	5	NaN	2	4.201367 	1
5	1	2	23	2	1	1.0283	1	4.201367 	1
5	1	2	24	3	2	NaN	2	4.201367 	1
5	1	2	25	1	6	NaN	2	4.201367 	1
5	1	2	26	1	8	NaN	2	4.201367 	1
5	1	2	27	1	4	NaN	2	4.201367 	1
5	1	2	28	2	11	1.3244	1	4.201367 	1
